id	kanji	kana	meaning	japanese	korean	english	flags
JLPT-한끝-N2-0361	検査	けんさ	검사	トラックは検査に合格しなかったが、にもかかわらず運転手たちは引き取っていった。	트럭은 검사를 통과하지 못했지만, 그럼에도 불구하고 운전기사들은 수거해 갔다.	The trucks had failed the inspection, but the drivers took them out anyway.	
JLPT-한끝-N2-0362	現実離れ	げんじつばなれ	현실과 동떨어짐	彼の案は現実離れしすぎていて、我々にとって実用的ではない。	그의 안은 너무 현실과 동떨어져 있어 우리에게 실용적이지 않다.	His idea is too abstract to be of practical use to us.	
JLPT-한끝-N2-0363	現社長	げんしゃちょう	현 사장	現社長は就任以来、働き方の見直しを進めてきた。	현 사장은 취임 이후 일하는 방식을 개편해 왔다.		
JLPT-한끝-N2-0364	現象	げんしょう	현상	この現象に関してはまだ物理的な説明がなされていない。	이 현상에 관해서는 아직 물리적인 설명이 이루어지지 않았다.	There is not a physical explanation for this phenomenon yet.	
JLPT-한끝-N2-0365	研修	けんしゅう	연수	研修によって、従業員の非常事態への対応を迅速化できる。	연수를 통해 직원의 비상사태 대응을 신속화할 수 있다.	Training conditions workers to react quickly to an emergency.	
JLPT-한끝-N2-0366	厳重	げんじゅう	엄중함	トップエンジニアが、その車に一連の厳重な検査を加えた。	톱 엔지니어가 그 차에 일련의 엄중한 검사를 가했다.	The top engineer put the car through a series of rigorous tests.	
JLPT-한끝-N2-0367	建設	けんせつ	건설	地上２２階、地下２階のオフィスビルが建設中です。	지상 22층, 지하 2층의 오피스 빌딩이 건설 중입니다.	An office building, with 22 stories above ground and 2 below, is under construction.	
JLPT-한끝-N2-0368	現段階	げんだんかい	현 단계	現段階ではその問題についてコメントできません。	현 단계에서는 그 문제에 대해 코멘트할 수 없습니다.	At this point I'm unable to comment on that problem.	
JLPT-한끝-N2-0369	県庁	けんちょう	현청	申請書は県庁に直接提出するか、郵送することになっている。	신청서는 현청에 직접 제출하거나 우송하게 되어 있다.		
JLPT-한끝-N2-0370	限定	げんてい	한정	宇宙の利用は、日本の参加に関する限りでは、非軍事的目的に限定されるべきである。	우주의 이용은 일본의 참여에 관한 한 비군사적 목적에 국한되어야 한다.	The use of space must be limited to non-military purposes as far as Japan's involvement is concerned.	
JLPT-한끝-N2-0371	見当	けんとう	예측, 짐작	感情によって理性が曇らされてるままにおくのは、我々は、常に見当違いのことをしているのだろう。	감정에 의해 이성이 흐려져 있는 채로 두는 것은 우리는 항상 방황하는 일을 하고 있을 것이다.	If we let our reasoning power be overshadowed by our emotions, we would be barking up the wrong tree all the time.	
JLPT-한끝-N2-0372	濃い	こい	진하다	そのピアノは美しい、濃い褐色の木で作られていました。	그 피아노는 아름답고, 짙은 갈색 나무로 만들어져 있었습니다.	The piano was made of beautiful, dark brown wood.	
JLPT-한끝-N2-0373	強引	ごういん	억지로 함	歯を食い縛る、喉元までせりあがった感情を強引に飲み込む。	이를 악무는 목구멍까지 차오른 감정을 억지로 삼킨다.	He gritted his teeth; forced back his growing fear.	
JLPT-한끝-N2-0374	講演	こうえん	강연	講演者はアメリカ文学一般について、そしてとりわけ、フォークナーについて話をした。	강연자는 미국 문학 일반에 대해, 그리고 특히 포크너에 대해 이야기를 했다.	The lecturer spoke generally about American literature and specifically about Faulkner.	
JLPT-한끝-N2-0375	硬貨	こうか	금속화폐, 동전	ほとんど全ての社会が今日では、何らかの硬貨と紙幣に基づいた貨幣経済を持っている。	거의 모든 사회가 오늘날에는 어떤 동전과 지폐에 기반을 둔 화폐경제를 가지고 있다.	Almost all societies now have a money economy based on coins and paper bills of one kind or another.	
JLPT-한끝-N2-0376	郊外	こうがい	교외	郊外では通りは曲がりくねっていたり、狭い事が多い。	교외에서는 거리는 구불구불하거나 좁을 때가 많다.	Streets are often twisted and narrow in the suburbs.	
JLPT-한끝-N2-0377	公害	こうがい	공해	騒音公害は、人々が環境にもっと敏感でありさえすれば避けることができるのに。	소음 공해는 사람들이 환경에 더 민감하기만 하면 피할 수 있는데 말이다.	Noise pollution could be avoided if only people were more sensitive to the environment.	
JLPT-한끝-N2-0378	講義	こうぎ	강의	その講義はとても長かったが、それにもかかわらず私はその講義を楽しんだ。	그 강의는 매우 길었지만 그럼에도 불구하고 나는 그 강의를 즐겼다.	The lecture was very long, but I enjoyed it none the less.	
JLPT-한끝-N2-0379	貢献	こうけん	공헌	日本はそうすることによって、文化及び教育の面で貢献することが出来る。	일본은 그렇게 함으로써 문화 및 교육 측면에서 기여할 수 있다.	Japan can thus make a contribution in the fields of culture and education.	
JLPT-한끝-N2-0380	交差点	こうさてん	교차로	道なりに進んで、三つ目の交差点を左に曲がって下さい。	길 따라가셔서 세 번째 사거리에서 왼쪽으로 꺾으시면 됩니다.	Walk along the street and turn left at the third intersection.	
JLPT-한끝-N2-0381	講師	こうし	강사	講師が後ろを向いたとき彼は教室からこっそり抜け出した。	강사가 뒤를 돌 때 그는 교실에서 몰래 빠져나왔다.	When the lecturer turned round, he sneaked out of the classroom.	
JLPT-한끝-N2-0382	高収入	こうしゅうにゅう	고수입	彼女の仕事は高収入である。	그녀의 일은 고소득이다.	Her job brings in a high income.	
JLPT-한끝-N2-0383	高水準	こうすいじゅん	고수준	国債発行が高水準なので、それらの元利支払コストが増加するだろう。	국채 발행이 높은 수준이어서 이들의 원리금 지급 비용이 증가할 것이다.	Given a high level of bond issues, the cost to service them will increase.	
JLPT-한끝-N2-0384	高性能	こうせいのう	고성능	技師かその高性能なシステムの操作方法を実演してくれた。	기사나 그 고성능의 시스템 조작 방법을 시연해 주었다.	The engineer demonstrated how to operate the sophisticated system.	
JLPT-한끝-N2-0385	高層	こうそう	고층	そうした高層ビルが出現する前は、町の全ての建物が相互に特別な関係を持って建っていたのである。	그러한 고층 건물이 출현하기 전에는 마을의 모든 건물들이 서로 특별한 관계를 가지고 서 있었던 것이다.	Before the arrival of this skyscraper, all the buildings in the city stood in special relationship to each other.	
JLPT-한끝-N2-0386	構造	こうぞう	구조	そうした決定は、今度は、丘そのものの地質的構造に影響される。	그러한 결정은 이번에는 언덕 자체의 지질적 구조에 영향을 받는다.	That decision, in turn, was affected by the geological structure of the hill itself.	
JLPT-한끝-N2-0387	交代	こうたい	교대	指導部の交代は、国際政治経済に重要な影響を与える。	지도부 교체는 국제 정치경제에 중요한 영향을 미친다.	Changes of leadership have a great effect on the international political economy.	
JLPT-한끝-N2-0388	好調	こうちょう	호조, 순조	昨年は輸出が好調の反面、輸入が落ち着いていたので貿易収支は改善した。	지난해에는 수출이 호조를 보인 반면 수입이 진정돼 무역수지는 개선됐다.	The nation's trade balance improved last year as exports were strong, while imports remained steady.	
JLPT-한끝-N2-0389	行動	こうどう	행동	彼の行動については君が私に対して責任を負っているのだ。	그의 행동에 대해서는 네가 나에게 책임을 지고 있는 거야.	You are accountable to me for his actions.	
JLPT-한끝-N2-0390	合同	ごうどう	합동	両社は事故の原因を明らかにするため、合同で調査を行うことを決めた。	두 회사는 사고 원인을 밝히기 위해 합동으로 조사를 벌이기로 했다.		
JLPT-한끝-N2-0391	鉱物	こうぶつ	광물	水と森と鉱物は重要な自然の資源です。	물과 숲과 광물은 중요한 자연의 자원입니다.	Water, forests, and minerals are important natural resources.	
JLPT-한끝-N2-0392	声	こえ	목소리	彼の顔は怖そうに見える反面、彼の声は優しくおだやかだった。	그의 얼굴은 무서워 보이는 반면, 그의 목소리는 다정하고 아늑했다.	In contrast to his frightening looks his voice was kind and calm.	
JLPT-한끝-N2-0393	越える	こえる	넘다, 초월하다	地球人の一人として、私は文化の壁を越える方法を知っています。	지구인의 한 사람으로서 저는 문화의 벽을 넘는 방법을 알고 있습니다.	As a citizen of the world, I know ways of overcoming cultural barriers.	
JLPT-한끝-N2-0394	ご遠慮なく	ごえんりょなく	사양 않고	どうぞご自由に（お使いください）。お好きなように。ご遠慮なくどうぞ。	아무쪼록 자유롭게(사용하시면 됩니다) 편하신대로. 사양하지 마시고 하세요.	Be my guest.	
JLPT-한끝-N2-0395	氷	こおり	얼음	氷が張った道路の上で体のバランスをとるのは難しい。	얼음이 언 도로 위에서 몸의 균형을 잡기가 어렵다.	It is hard to keep our balance on icy streets.	
JLPT-한끝-N2-0396	凍る	こおる	얼다	通りが凍っていたので、車を走らせることが出来なかった。	거리가 얼어 있었기 때문에 차를 달리게 할 수 없었다.	Because of the icy streets, we could not drive the car.	
JLPT-한끝-N2-0397	小柄	こがら	몸집이 작음	彼は分厚いめがねをかけた小柄な老人だった。	그는 두꺼운 안경을 쓴 작은 노인이었다.	He was a little old man with thick glasses.	
JLPT-한끝-N2-0398	故郷	こきょう	고향	彼は故郷の町に引退し、そこで静かな生活を送った。	그는 고향 마을로 은퇴하고 그곳에서 조용한 삶을 살았다.	He retired to his hometown, where he lived a quiet life.	
JLPT-한끝-N2-0399	国際	こくさい	국제	日本は資源が乏しい国にもかかわらず、国際貿易のお陰で経済大国に発展した。	일본은 자원이 부족한 나라임에도 국제 무역 덕분에 경제 대국으로 발전했다.	Though it is poor in natural resources, Japan has become an economic superpower thanks to international trade.	
JLPT-한끝-N2-0400	国際色	こくさいしょく	국제색	この地域は外国人住民が多く、国際色豊かな行事が毎年開かれている。	이 지역은 외국인 주민이 많아 국제색이 풍부한 행사가 매년 열리고 있다.		
JLPT-한끝-N2-0401	克服	こくふく	극복	システム全体を抜本的に変えなければ、この欠点を克服することは困難である。	시스템 전체를 근본적으로 바꾸지 않으면 이 단점을 극복하기 어렵다.	It is difficult to overcome this shortcoming without drastically changing the whole system.	
JLPT-한끝-N2-0402	ご苦労様	ごくろうさま	수고하셨습니다	ご苦労様でした。	고생 많으셨습니다.	Thank you for your trouble.	
JLPT-한끝-N2-0403	焦げる	こげる	타다, 눋다	パパは、何か焦げるにおいがして、電話が不通だと言っていたわ。	아빠는 뭔가 타는 냄새가 나서 전화가 불통이라고 하더라고.	He said that he could smell something burning and that the telephones weren't working.	
JLPT-한끝-N2-0404	心強い	こころづよい	마음 든든하다	僕には警察よりも何よりもみんながいてくれることの方が心強いのですよ。	저에게는 경찰보다 무엇보다도 모두가 있어 주는 것이 더 든든한 거예요.	For my part, having you lot with me is more reassuring than the police or anything!	
JLPT-한끝-N2-0405	快い	こころよい	상쾌하다, 유쾌하다	岩の上で髪をとかしながら、彼女は快い歌を歌った。	바위 위에서 머리를 빗으며 그녀는 쾌활한 노래를 불렀다.	She sang a sweet song as she combed her hair on the rock.	
JLPT-한끝-N2-0406	腰	こし	허리	少しめまいがするので、私はしばらく腰を下ろした。	조금 현기증이 나서 나는 잠시 앉았다.	Feeling a little dizzy, I sat down for a while.	
JLPT-한끝-N2-0407	個人的	こじんてき	개인적	しかし相手が個人的なことを言い出さない場合は、それに触れないでおくのがよい。	그러나 상대방이 개인적인 말을 꺼내지 않는다면, 그것을 건드리지 않는 것이 좋다.	If the other party does not offer personal information, however, it is better to leave it alone.	
JLPT-한끝-N2-0408	ごちゃごちゃ	ごちゃごちゃ	어지럽고 뒤섞임	ゴチャゴチャ文句を言いなさんな。	짜증나게 불평하지 마.	Don't make a fuss.	
JLPT-한끝-N2-0409	こつこつ	こつこつ	꾸준히 노력함	目標を達成するには、毎日こつこつ努力を続けるほかない。	목표를 달성하려면 매일 꾸준히 노력할 수밖에 없다.		
JLPT-한끝-N2-0410	骨折	こっせつ	골절	クリスマスを２、３週間後に控えていた頃、トムは右足を骨折し、病院へかつぎ込まれた。	크리스마스를 2, 3주 앞두고 있을 무렵 톰은 오른쪽 다리가 부러지고 병원으로 실려갔다.	Tom broke his right leg and was taken to hospital a few weeks before Christmas.	
JLPT-한끝-N2-0411	小包	こづつみ	소포	私がその小包を航空便で送るのに２、０００円かかった。	내가 그 소포를 항공편으로 보내는 데 2,000엔이 들었다.	I paid 2,000 yen for the parcel to be sent by air.	
JLPT-한끝-N2-0412	異なる	ことなる	다르다	何をすべきかについて、私の意見は彼の意見と異なる。	무엇을 해야 하는지에 대한 내 의견은 그의 의견과 다르다.	My view is difficult from his as to what should be done.	
JLPT-한끝-N2-0413	子供連れ	こどもづれ	아이 동반	この施設は子供連れでも利用しやすいように設計されている。	이 시설은 아이를 동반한 사람도 이용하기 쉽도록 설계되어 있다.		
JLPT-한끝-N2-0414	断る	ことわる	거절하다	彼女はそれについてそれ以上話すのを断った。	그녀는 그것에 대해 더 이상 이야기하기를 거절했다.	She declined to say more about it.	
JLPT-한끝-N2-0415	困る	こまる	곤란하다	もし私の助言に従っていたら、きみは今そんな困ったことになっていないのに。	만약 내 조언을 따랐다면, 너는 지금 그런 난처한 일이 되어 있지 않았을 텐데.	If you had taken my advice, you wouldn't be in such trouble.	
JLPT-한끝-N2-0416	コミュニケーション	コミュニケーション	의사소통	我々はお互いにコミュニケーションするのに、言葉だけでなくジェスチャーも使う。	우리는 서로 소통하는 데 말뿐 아니라 몸짓도 사용한다.	We use gestures as well as words to communicate with others.	
JLPT-한끝-N2-0417	娯楽	ごらく	오락	テレビは視聴者に娯楽ばかりではなく、知識も与える。	텔레비전은 시청자에게 오락만이 아니라 지식도 준다.	Television enlightens the viewers as well as entertains them.	
JLPT-한끝-N2-0418	ごろごろ	ごろごろ	뒹굴뒹굴	家でごろごろするのをやめて、何かすることを見つけなさい。	집에서 뒹굴뒹굴하는 것을 그만두고 뭔가 할 일을 찾아라.	Stop staring at the four walls and find something to do.	
JLPT-한끝-N2-0419	怖い	こわい	무섭다	彼の顔は怖そうに見える反面、彼の声は優しくおだやかだった。	그의 얼굴은 무서워 보이는 반면, 그의 목소리는 다정하고 아늑했다.	In contrast to his frightening looks his voice was kind and calm.	
JLPT-한끝-N2-0420	コンクール	コンクール	콩쿠르, 경연대회	ピアノ・コンクールで私が第１位になるなんて夢想だにしなかった。	피아노 콩쿠르에서 내가 1등을 하다니 꿈에도 생각하지 않았다.	Never did I dream that I would take first place in the piano contest.	
JLPT-한끝-N2-0421	混乱	こんらん	혼란	会社は合併によってすべてがかわり、混乱状態が続いています。	회사는 합병으로 모든 것이 바뀌었고 혼란 상태가 계속되고 있습니다.	The office has been topsy-turvy since the merger upset everything.	
JLPT-한끝-N2-0422	〜際	〜さい	~때	彼らが最終契約について協議している際、ある裏工作が進んでいた。賄賂が渡されたのだ。	이들이 최종 계약에 대해 협의하던 중 어떤 뒷공작이 진행되고 있었다. 뇌물이 전달된 것이다.	There was some monkey business going on when they were negotiating that last contract; money passed under the table.	
JLPT-한끝-N2-0423	最高	さいこう	최고	最高の金持ちさえ、すべての物を買えるわけではない。	최고의 부자조차 모든 물건을 살 수 있는 것은 아니다.	The richest man cannot buy everything.	
JLPT-한끝-N2-0424	再開発	さいかいはつ	재개발	都市再開発計画は現在着実に進行している。	도시 재개발 계획은 현재 꾸준히 진행되고 있다.	The urban-renewal project is now well under way.	
JLPT-한끝-N2-0425	再三	さいさん	재삼, 여러번	私が再三断ったにも関わらず、彼は私にそこへ行けといってきかなかった。	내가 거듭 거절했음에도 그는 나에게 그곳으로 가라고 하지 않았다.	Though I refused repeatedly, he insisted that I should go there.	
JLPT-한끝-N2-0426	催促	さいそく	재촉	催促がましくて恐縮ですが、先日お貸ししたお金を返していただけませんか。	재촉해서 죄송합니다만, 지난번에 빌려드린 돈을 돌려받을 수 없을까요?	I'm afraid this sounds like a demand, but could you return the money I lent you the other day?	
JLPT-한끝-N2-0427	再提出	さいていしゅつ	재제출	書類に不備があったため、期限内に再提出しなければならない。	서류에 미비가 있어 기한 내에 다시 제출해야 한다.		
JLPT-한끝-N2-0428	在籍	ざいせき	재적	ふたりの娘のうち、姉のはほうは大学に在籍中である。	두 딸 중 누나 쪽은 대학에 재학 중이다.	The older of two daughter is in college.	
JLPT-한끝-N2-0429	再度	さいど	재차	大統領はその法案に対して拒否権を行使しましたが、議会が再度それを無効にしました。	대통령은 그 법안에 대해 거부권을 행사했지만, 의회가 다시 그것을 무효화했습니다.	The President vetoed the bill, but Congress overrode his veto.	
JLPT-한끝-N2-0430	才能	さいのう	재능	その俳優がとても才能があることについては、あなたと同じ意見です。	그 배우가 매우 재능이 있는 것에 대해서는 당신과 같은 의견입니다.	I agree with you that the actor is very talented.	
JLPT-한끝-N2-0431	栽培	さいばい	재배	永続的な家をもたなかったから、食糧のための作物を栽培することがなかった。	영속적인 집을 갖지 못했기 때문에 식량을 위한 작물을 재배할 일이 없었다.	They did not have permanent homes, so they did not plant crops for food.	
JLPT-한끝-N2-0432	裁判	さいばん	재판	これらの議論で問題になっている評決は、１９９４年のランダー裁判で下されたものである。	이러한 논쟁에서 문제가 되고 있는 평결은 1994년 랜더 재판에서 내려진 것이다.	The verdict at issue in these discussions is the one brought in the Lander's trial in 1994.	
JLPT-한끝-N2-0433	財布	さいふ	지갑	トムが財布をなくした時、彼はついてなかったんだ。	톰이 지갑을 잃어버렸을 때 그는 운이 없었어.	When Tom lost his wallet, he was out of luck.	
JLPT-한끝-N2-0434	再放送	さいほうそう	재방송	多くのアメリカ人はテレビで「アイ・ラブ・ルーシー」の再放送を観るのが好きだ。	많은 미국인들은 TV에서 '아이 러브 루시' 재방송을 보는 것을 좋아한다.	Many Americans love to watch reruns of the I Love Lucy show.	
JLPT-한끝-N2-0435	最有力	さいゆうりょく	가장 유력함	コカ・コーラは清涼飲料水ではいつも最有力会社だ。	코카콜라는 청량음료 업계에서 늘 가장 유력한 회사다.	Coke has always been the top dog when it comes to soft drinks.	
JLPT-한끝-N2-0436	再利用	さいりよう	재사용	彼と私はごみ問題の再利用の点から話し合った。	그와 나는 쓰레기 문제의 재사용 측면에서 논의했다.	He and I discussed the waste problem in terms of recycling.	
JLPT-한끝-N2-0437	幸い	さいわい	다행	内容をご覧になり、適切なご意見をいただければ幸いです。	내용을 살펴보시고 적절한 의견을 주시면 감사하겠습니다.	Please review the contents and provide any appropriate feedback.	
JLPT-한끝-N2-0438	サイン	サイン	서명	配達のレシートに受け取った品物の正確なリストがない限り、サインをしてはいけません。	배달 영수증에 받은 물건의 정확한 목록이 없는 한 사인을 해서는 안 됩니다.	Do not sign a delivery receipt unless it accurately lists the goods received.	
JLPT-한끝-N2-0439	坂	さか	언덕	ある晩、ひとりの商人が帰り道にその坂を登っていた。	어느 날 밤, 한 상인이 돌아오는 길에 그 언덕을 오르고 있었다.	One night a merchant was walking up the slope on his way home.	
JLPT-한끝-N2-0440	捜す	さがす	찾다	彼は働かないだけでなく、仕事を探そうともしない。	그는 일하지 않을 뿐만 아니라 일자리를 찾으려고도 하지 않는다.	He not only does not work but will not find a job.	
JLPT-한끝-N2-0441	逆らう	さからう	거스르다	首になるのがこわいから、雇用主にあえて逆らおうとする人はだれもいない。	잘릴까봐 고용주에게 굳이 거스르려는 사람은 아무도 없다.	No one dares to contradict his employer for fear of being fired.	
JLPT-한끝-N2-0442	作業	さぎょう	작업	この仕事を完成するためには、以下の作業が必要となります。	이 일을 완성하기 위해서는 아래와 같은 작업이 필요합니다.	To complete this work, the following working items are recommended.	
JLPT-한끝-N2-0443	咲く	さく	피다	大変暖かい陽気なので、ばらの花がすぐ咲くでしょう。	매우 따뜻한 기운이 있기 때문에 장미꽃이 금방 피겠죠.	It is such warm weather that the roses will bloom soon.	
JLPT-한끝-N2-0444	削除	さくじょ	삭제	この例文は、書き方のサンプルなので必要に応じて内容を追加削除をしてからお使いください。	이 예문은 쓰는 방법의 샘플이므로 필요에 따라 내용을 추가 삭제를 한 후 사용하시기 바랍니다.	This example text is a how-to-write sample, so please add to and delete from it as required before using.	
JLPT-한끝-N2-0445	作成	さくせい	작성	ここでは、文字やパスのアウトラインの作成について説明します。	여기에서는 문자나 패스의 아웃라인 작성에 대해 설명합니다.	Here we explain about creating outlines of characters and paths.	
JLPT-한끝-N2-0446	作品集	さくひんしゅう	작품집	この作品集を通じて、作家の考え方がどのように変化したかが分かる。	이 작품집을 통해 작가의 사고방식이 어떻게 변화했는지 알 수 있다.		
JLPT-한끝-N2-0447	酒	さけ	술	ジョンはこのところ酒を飲みすぎている。彼がこれ以上酒を飲むのをやめさせなければならない。	존은 요즘 술을 너무 많이 마셔. 그가 더 이상 술을 마시는 것을 그만두게 해야 해.	John drinks too much these days. We have to stop him from drinking any more.	
JLPT-한끝-N2-0448	叫ぶ	さけぶ	외치다	列を上に下に歩き回る時、「ホット・ドッグはいかが。ホット・ドッグはいかが。」と叫ぶ。	"줄을 위로 아래로 돌아다닐 때 ""핫도그 어떠세요 핫도그 어떠세요""라고 외친다."	"As they walk up and down the rows they shout, ""Get your hot dogs here! Get your hot dogs!"""	
JLPT-한끝-N2-0449	ささやく	ささやく	속삭이다	話すことはおろか、ささやくなんてとんでもないことです。	말하는 것은 고사하고 속삭인다니 말도 안 되는 일입니다.	Don't whisper, let alone speak.	
JLPT-한끝-N2-0450	差し支え	さしつかえ	지장	その家は理想的とはいえないが、まぁさしつかえはない。	그 집은 이상적이라고는 할 수 없지만 딱히 달갑지는 않다.	The house is not ideal, but it's all right.	
JLPT-한끝-N2-0451	差し支える	さしつかえる	지장이 있다	自分が利口だと思ってもさしつかえないが、それだからと言って私をあざ笑うことはできないよ。	내가 똑똑하다고 생각해도 지나치지 않지만, 그렇다고 나를 비웃을 수는 없어.	You may think you are clever, but you cannot laugh at me because of that.	
JLPT-한끝-N2-0452	誘う	さそう	권하다	夕方に適度な運動をすると、睡眠を誘うのに役立つ。	저녁에 적당한 운동을 하면 수면을 유도하는 데 도움이 된다.	Moderate exercise in the evening helps induce sleep.	
JLPT-한끝-N2-0453	定める	さだめる	정하다	青い色は喜びの源として神によって永久に定められている。	푸른 색은 기쁨의 원천으로 신에 의해 영구히 정해져 있다.	God appointed blue to be an everlasting source of delight.	
JLPT-한끝-N2-0454	撮影	さつえい	촬영	同じ虹を、これだけたくさんの人が撮影したものを見たことがありません。	같은 무지개를 이렇게 많은 사람이 촬영한 걸 본 적이 없어요.	I've never seen as many people as this photograph the same rainbow.	
JLPT-한끝-N2-0455	さっさと	さっさと	빨리빨리	仕事があるんで、さっさと出てって僕を一人にしてくれないかな。	일이 있어서 얼른 나가서 나 혼자 있게 해주지 않을까?	I've got work to do, so piss off and leave me alone.	
JLPT-한끝-N2-0456	雑誌	ざっし	잡지	この雑誌によれば、日本の経済状態は年々悪化してきている。	이 잡지에 따르면 일본의 경제 상태는 해마다 악화되고 있다.	According to this magazine, the economic situation in Japan is getting worse year by year.	
JLPT-한끝-N2-0457	雑談	ざつだん	잡담	ストレスを解消するための方法は男性と女性とでは異なり、男性が使う主な手段は飲酒であるが、女性は雑談によってストレスを処理している。	스트레스를 해소하기 위한 방법은 남성과 여성에서 다르며, 남성이 사용하는 주된 수단은 음주인데, 여성은 잡담으로 인해 스트레스를 처리하고 있다.	The methods used to overcome stress are different for men and women: drinking is the major method used by men, while women deal with stress by chatting.	
JLPT-한끝-N2-0458	さっぱり	さっぱり	상쾌함	君の言うことなすこと、私にはさっぱりわからない。	네가 하는 말을 나는 전혀 모르겠어.	I can make nothing of what you do or say.	
JLPT-한끝-N2-0459	さて	さて	그건 그렇고	結局、それについて初めに話してくれる人は誰も来なかったということか。さて、どうしよう。	결국 그것에 대해 처음에 얘기해 줄 사람은 아무도 오지 않았다는 말인가. 자, 어떡하지.	It turned out there was nobody who would be the first to talk about it. What do we do now?	
JLPT-한끝-N2-0460	寒い	さむい	춥다	人間も極度に寒い温度に対しては、防御装置を備えている。	인간도 극도로 추운 온도에 대해서는 방어 장치를 갖추고 있다.	Man, too, has been given protective devices against extreme temperatures.	
JLPT-한끝-N2-0461	覚める	さめる	깨다	バッターのイチローは、目の覚めるような２塁打を打った。	타자 이치로는 잠에서 깰 듯한 2루타를 쳤다.	Ichiro hit an eye-popping double.	
JLPT-한끝-N2-0462	参加	さんか	참가	宇宙の利用は、日本の参加に関する限りでは、非軍事的目的に限定されるべきである。	우주의 이용은 일본의 참여에 관한 한 비군사적 목적에 국한되어야 한다.	The use of space must be limited to non-military purposes as far as Japan's involvement is concerned.	
JLPT-한끝-N2-0463	参照	さんしょう	참조	質問があれば、このガイドブックを参照してください。	질문이 있으면, 이 가이드 북을 참조해 주세요.	If you have some questions, please refer to this guidebook.	
JLPT-한끝-N2-0464	残念	ざんねん	유감	残念ながら、あのオフィスでは賄賂を使わない限り何事もうまくいかないよ。	유감스럽게도 그 사무실에서는 뇌물을 쓰지 않는 한 아무 일도 잘 되지 않아.	Unfortunately, you won't get anything done in that office unless you grease someone's palm.	
JLPT-한끝-N2-0465	さびる	さびる	녹슬다	雨の中に放置しておくと自転車はさびるでしょう。	빗속에 방치해 두면 자전거는 녹슬 거예요.	A bicycle will rust if you leave it in the rain.	
JLPT-한끝-N2-0466	差別	さべつ	차별	最初に議論すべき点は、この地域に差別が存在したかどうかということである。	가장 먼저 논의해야 할 점은 이 지역에 차별이 존재했는가 하는 것이다.	The first point to be discussed is whether segregation existed in this district.	
JLPT-한끝-N2-0467	作法	さほう	예의범절	彼は都会人の作法を身につけているけれども根は田舎育ちだ。	그는 도시인의 작법을 익히고 있지만 뿌리는 시골 토박이이다.	For all his city ways, he is a country boy at heart.	
JLPT-한끝-N2-0468	サンプル	サンプル	샘플	この例文は、書き方のサンプルなので必要に応じて内容を追加削除をしてからお使いください。	이 예문은 쓰는 방법의 샘플이므로 필요에 따라 내용을 추가 삭제를 한 후 사용하시기 바랍니다.	This example text is a how-to-write sample, so please add to and delete from it as required before using.	
JLPT-한끝-N2-0469	散歩	さんぽ	산책	そこへついた日の翌朝、私は樫の木の森へ散歩した。	그곳에 도착한 날 다음 날 아침, 나는 참나무 숲으로 산책했다.	The morning after I arrived there I took a walk into the woods of oaks.	
JLPT-한끝-N2-0470	参考	さんこう	참고	米国の研修医制度については、田中まゆみ氏の著書「ハーバードの医師づくり」（医学書院）を一部参考とさせていただきました。	미국의 연수의 제도에 대해서는 다나카 마유미 씨의 저서 '하버드의 의사 만들기'(의학서원)를 일부 참고했습니다.	"In regard to the internship system in the United States I availed myself of part of Miyumi Tanaka's work ""Making doctors in Harvard"" (Igaku-Shoin Ltd.) as a reference."	
JLPT-한끝-N2-0471	仕上げる	しあげる	끝내다	明日までに、私は学期末レポートを仕上げることはできない。	내일까지 나는 학기말 보고서를 마무리 짓지 못한다.	It is impossible for me to finish my term paper by tomorrow.	
JLPT-한끝-N2-0472	寺院	じいん	사원	我々が自国の古い寺院を自慢に思うのは当然のことだ。	우리가 자국의 오래된 사원을 자랑스럽게 여기는 것은 당연한 일이다.	We may well take pride in our old temples.	
JLPT-한끝-N2-0473	司会	しかい	사회	その会議は森首相が司会をした。	그 회의는 모리 총리가 사회를 봤다.	The conference was presided over by Mr Mori.	
JLPT-한끝-N2-0474	じかに	じかに	직접	英国大使は大統領とじかに会見することを要求した。	영국 대사는 대통령과 공개적으로 회담을 할 것을 요구했다.	The English ambassador demanded to meet with the President directly.	
JLPT-한끝-N2-0475	時間をつぶす	じかんをつぶす	시간을 때우다	私達は時間をつぶすためにトランプをしました。	우리는 시간을 때우기 위해 트럼프를 했습니다.	We played cards to kill time.	
JLPT-한끝-N2-0476	直に	じきに	바로	私はじきに新しい仕事についてほとんど全部知るようになった。	나는 곧 새로운 일에 대해 거의 다 알게 되었다.	I soon got acquainted with almost all about my new job.	
JLPT-한끝-N2-0477	至急	しきゅう	시급, 급히	私どもの見積書に対してご質問がありましたら、至急ご連絡ください。	저희 견적서에 대해 궁금한 점이 있으시면 바로 연락주세요.	If our quote is inconvenient for you, please let us know.	
JLPT-한끝-N2-0478	敷く	しく	깔다	その会社では、会長が院政を敷いていて、社長はお飾りにすぎない。	그 회사에서는 회장이 원정을 맡고 사장은 장식에 불과하다.	"The ""retired"" president of that company runs the whole show from behind the scenes, so the current president is nothing but a figurehead."	
